geo,edad,Año,valor
Czechia,Y15-74,2018,2.2
Germany (until 1990 former territory of the FRG),Y15-74,2018,3.4
Denmark,Y15-74,2018,5.1
Euro area - 19 countries  (from 2015),Y15-74,2018,8.2
Estonia,Y15-74,2018,5.4
Greece,Y15-74,2018,19.3
Spain,Y15-74,2018,15.3
European Union - 27 countries (from 2020),Y15-74,2018,7.3
European Union - 28 countries (2013-2020),Y15-74,2018,6.8
Finland,Y15-74,2018,7.4
France,Y15-74,2018,9
Croatia,Y15-74,2018,8.5
Hungary,Y15-74,2018,3.7
Ireland,Y15-74,2018,5.8
Iceland,Y15-74,2018,2.7
Italy,Y15-74,2018,10.6
Lithuania,Y15-74,2018,6.2
Luxembourg,Y15-74,2018,5.6
Latvia,Y15-74,2018,7.4
Montenegro,Y15-74,2018,15.2
North Macedonia,Y15-74,2018,20.8
Malta,Y15-74,2018,3.7
Netherlands,Y15-74,2018,3.8
Norway,Y15-74,2018,3.8
Poland,Y15-74,2018,3.9
Portugal,Y15-74,2018,7.1
Romania,Y15-74,2018,4.2
Serbia,Y15-74,2018,12.8
Sweden,Y15-74,2018,6.4
Slovenia,Y15-74,2018,5.1
Slovakia,Y15-74,2018,6.5
Turkey,Y15-74,2018,10.9
United Kingdom,Y15-74,2018,4
Austria,Y20-64,2018,4.7
Belgium,Y20-64,2018,5.8
Bulgaria,Y20-64,2018,5.1
Switzerland,Y20-64,2018,4.7
Cyprus,Y20-64,2018,8.4
Czechia,Y20-64,2018,2.2
Germany (until 1990 former territory of the FRG),Y20-64,2018,3.3
Denmark,Y20-64,2018,4.8
Euro area - 19 countries  (from 2015),Y20-64,2018,8.1
Estonia,Y20-64,2018,5.1
Greece,Y20-64,2018,19.3
Spain,Y20-64,2018,14.9
European Union - 27 countries (from 2020),Y20-64,2018,7.2
European Union - 28 countries (2013-2020),Y20-64,2018,6.7
Finland,Y20-64,2018,6.8
France,Y20-64,2018,8.8
Croatia,Y20-64,2018,8.2
Hungary,Y20-64,2018,3.6
Ireland,Y20-64,2018,5.4
Iceland,Y20-64,2018,2.3
Italy,Y20-64,2018,10.5
Lithuania,Y20-64,2018,6.3
Luxembourg,Y20-64,2018,5.3
Latvia,Y20-64,2018,7.5
Montenegro,Y20-64,2018,15.2
North Macedonia,Y20-64,2018,20.4
Malta,Y20-64,2018,3.3
Netherlands,Y20-64,2018,3.4
Norway,Y20-64,2018,3.4
Poland,Y20-64,2018,3.8
Portugal,Y20-64,2018,7
Romania,Y20-64,2018,4
Serbia,Y20-64,2018,12.9
Sweden,Y20-64,2018,5.6
Slovenia,Y20-64,2018,5.1
Slovakia,Y20-64,2018,6.4
Turkey,Y20-64,2018,10.8
United Kingdom,Y20-64,2018,3.6
Austria,Y25-29,2018,5.5
Belgium,Y25-29,2018,7.8
Bulgaria,Y25-29,2018,6.2
Switzerland,Y25-29,2018,5.5
Cyprus,Y25-29,2018,11.4
Czechia,Y25-29,2018,3.1
Germany (until 1990 former territory of the FRG),Y25-29,2018,4.6
Denmark,Y25-29,2018,8.9
Euro area - 19 countries  (from 2015),Y25-29,2018,11.4
Estonia,Y25-29,2018,4
Greece,Y25-29,2018,28.5
Spain,Y25-29,2018,20.4
European Union - 27 countries (from 2020),Y25-29,2018,10
European Union - 28 countries (2013-2020),Y25-29,2018,9.1
Finland,Y25-29,2018,8.4
France,Y25-29,2018,12.5
Croatia,Y25-29,2018,12.9
Hungary,Y25-29,2018,4.4
Ireland,Y25-29,2018,6.9
Iceland,Y25-29,2018,3.7
Italy,Y25-29,2018,19.7
Lithuania,Y25-29,2018,4.7
Luxembourg,Y25-29,2018,7.7
Latvia,Y25-29,2018,9.6
Montenegro,Y25-29,2018,23.3
North Macedonia,Y25-29,2018,31.4
Malta,Y25-29,2018,2.7
Netherlands,Y25-29,2018,3.3
Norway,Y25-29,2018,4.6
Poland,Y25-29,2018,5
Portugal,Y25-29,2018,9.3
Romania,Y25-29,2018,6.1
Serbia,Y25-29,2018,21.1
Sweden,Y25-29,2018,7.2
Slovenia,Y25-29,2018,9
Slovakia,Y25-29,2018,8.7
Turkey,Y25-29,2018,14.9
United Kingdom,Y25-29,2018,4.4
Austria,Y25-54,2018,4.4
Belgium,Y25-54,2018,5.4
Bulgaria,Y25-54,2018,5
Switzerland,Y25-54,2018,4.5
Cyprus,Y25-54,2018,7.8
Czechia,Y25-54,2018,2
Germany (until 1990 former territory of the FRG),Y25-54,2018,3.2
Denmark,Y25-54,2018,4.5
Euro area - 19 countries  (from 2015),Y25-54,2018,7.8
Estonia,Y25-54,2018,4.6
Greece,Y25-54,2018,18.9
Spain,Y25-54,2018,14
European Union - 27 countries (from 2020),Y25-54,2018,6.8
European Union - 28 countries (2013-2020),Y25-54,2018,6.3
Finland,Y25-54,2018,6
France,Y25-54,2018,8.1
Croatia,Y25-54,2018,7.7
Hungary,Y25-54,2018,3.4
Ireland,Y25-54,2018,4.8
Iceland,Y25-54,2018,2.1
Italy,Y25-54,2018,10.3
Lithuania,Y25-54,2018,5.6
Luxembourg,Y25-54,2018,5
Latvia,Y25-54,2018,7.2
Montenegro,Y25-54,2018,15.2
North Macedonia,Y25-54,2018,18.9
Malta,Y25-54,2018,2.9
Netherlands,Y25-54,2018,2.8
Norway,Y25-54,2018,3.4
Poland,Y25-54,2018,3.4
Portugal,Y25-54,2018,6.1
Romania,Y25-54,2018,3.6
Serbia,Y25-54,2018,12.8
Sweden,Y25-54,2018,5.2
Slovenia,Y25-54,2018,4.9
Slovakia,Y25-54,2018,6.1
Turkey,Y25-54,2018,9.7
United Kingdom,Y25-54,2018,3
Austria,Y55-64,2018,3.9
Belgium,Y55-64,2018,4.3
Bulgaria,Y55-64,2018,4.6
Switzerland,Y55-64,2018,4
Cyprus,Y55-64,2018,5.8
Czechia,Y55-64,2018,2
Germany (until 1990 former territory of the FRG),Y55-64,2018,2.9
Denmark,Y55-64,2018,3.6
Euro area - 19 countries  (from 2015),Y55-64,2018,6.2
Estonia,Y55-64,2018,5.4
Greece,Y55-64,2018,15.3
Spain,Y55-64,2018,13.8
European Union - 27 countries (from 2020),Y55-64,2018,5.5
European Union - 28 countries (2013-2020),Y55-64,2018,5.2
Finland,Y55-64,2018,6.9
France,Y55-64,2018,6.7
Croatia,Y55-64,2018,4.4
Hungary,Y55-64,2018,2.6
Ireland,Y55-64,2018,4.6
Iceland,Y55-64,2018,2.2
Italy,Y55-64,2018,5.7
Lithuania,Y55-64,2018,7.2
Luxembourg,Y55-64,2018,3.6
Latvia,Y55-64,2018,7.6
Montenegro,Y55-64,2018,6.7
North Macedonia,Y55-64,2018,16.9
Malta,Y55-64,2018,3.3
Netherlands,Y55-64,2018,4.5
Norway,Y55-64,2018,1.6
Poland,Y55-64,2018,2.8
Portugal,Y55-64,2018,6.5
Romania,Y55-64,2018,2.5
Serbia,Y55-64,2018,8.7
Sweden,Y55-64,2018,4.4
Slovenia,Y55-64,2018,4.9
Slovakia,Y55-64,2018,5.3
Turkey,Y55-64,2018,6.8
United Kingdom,Y55-64,2018,3.3
Austria,Y15-24,2019,8.5
Belgium,Y15-24,2019,14.2
Bulgaria,Y15-24,2019,8.9
Switzerland,Y15-24,2019,8
Cyprus,Y15-24,2019,16.6
Czechia,Y15-24,2019,5.6
Germany (until 1990 former territory of the FRG),Y15-24,2019,5.8
Denmark,Y15-24,2019,10.1
Euro area - 19 countries  (from 2015),Y15-24,2019,15.7
Estonia,Y15-24,2019,11.1
Greece,Y15-24,2019,35.2
Spain,Y15-24,2019,32.5
European Union - 27 countries (from 2020),Y15-24,2019,15.1
European Union - 28 countries (2013-2020),Y15-24,2019,14.4
Finland,Y15-24,2019,17.2
France,Y15-24,2019,19.6
Croatia,Y15-24,2019,16.6
Hungary,Y15-24,2019,11.4
Ireland,Y15-24,2019,12.5
Iceland,Y15-24,2019,8.7
Italy,Y15-24,2019,29.2
Lithuania,Y15-24,2019,11.9
Luxembourg,Y15-24,2019,17
Latvia,Y15-24,2019,12.4
Montenegro,Y15-24,2019,25.2
North Macedonia,Y15-24,2019,35.6
Malta,Y15-24,2019,9.3
Netherlands,Y15-24,2019,6.7
Norway,Y15-24,2019,10
Poland,Y15-24,2019,9.9
Portugal,Y15-24,2019,18.3
Romania,Y15-24,2019,16.8
Serbia,Y15-24,2019,27.5
Sweden,Y15-24,2019,20.1
Slovenia,Y15-24,2019,8.1
Slovakia,Y15-24,2019,16.1
Turkey,Y15-24,2019,25.2
United Kingdom,Y15-24,2019,11.2
Austria,Y15-74,2019,4.5
Belgium,Y15-74,2019,5.4
Bulgaria,Y15-74,2019,4.2
Switzerland,Y15-74,2019,4.4
Cyprus,Y15-74,2019,7.1
Czechia,Y15-74,2019,2
Germany (until 1990 former territory of the FRG),Y15-74,2019,3.1
Denmark,Y15-74,2019,5
Euro area - 19 countries  (from 2015),Y15-74,2019,7.6
Estonia,Y15-74,2019,4.4
Greece,Y15-74,2019,17.3
Spain,Y15-74,2019,14.1
European Union - 27 countries (from 2020),Y15-74,2019,6.7
European Union - 28 countries (2013-2020),Y15-74,2019,6.3
Finland,Y15-74,2019,6.7
France,Y15-74,2019,8.5
Croatia,Y15-74,2019,6.6
Hungary,Y15-74,2019,3.4
Ireland,Y15-74,2019,5
Iceland,Y15-74,2019,3.5
Italy,Y15-74,2019,10
Lithuania,Y15-74,2019,6.3
Luxembourg,Y15-74,2019,5.6
Latvia,Y15-74,2019,6.3
Montenegro,Y15-74,2019,15.2
North Macedonia,Y15-74,2019,17.3
Malta,Y15-74,2019,3.6
Netherlands,Y15-74,2019,3.4
Norway,Y15-74,2019,3.7
Poland,Y15-74,2019,3.3
Portugal,Y15-74,2019,6.5
Romania,Y15-74,2019,3.9
Serbia,Y15-74,2019,10.5
Sweden,Y15-74,2019,6.8
Slovenia,Y15-74,2019,4.5
Slovakia,Y15-74,2019,5.8
Turkey,Y15-74,2019,13.7
United Kingdom,Y15-74,2019,3.8
Austria,Y20-64,2019,4.3
Belgium,Y20-64,2019,5.2
Bulgaria,Y20-64,2019,4.2
Switzerland,Y20-64,2019,4.3
Cyprus,Y20-64,2019,7
Czechia,Y20-64,2019,2
Germany (until 1990 former territory of the FRG),Y20-64,2019,3.1
Denmark,Y20-64,2019,4.7
Euro area - 19 countries  (from 2015),Y20-64,2019,7.5
Estonia,Y20-64,2019,4.3
Greece,Y20-64,2019,17.3
Spain,Y20-64,2019,13.8
European Union - 27 countries (from 2020),Y20-64,2019,6.6
European Union - 28 countries (2013-2020),Y20-64,2019,6.2
Finland,Y20-64,2019,6.1
France,Y20-64,2019,8.2
Croatia,Y20-64,2019,6.4
Hungary,Y20-64,2019,3.3
Ireland,Y20-64,2019,4.6
Iceland,Y20-64,2019,3.1
Italy,Y20-64,2019,9.9
Lithuania,Y20-64,2019,6.4
Luxembourg,Y20-64,2019,5.3
Latvia,Y20-64,2019,6.4
Montenegro,Y20-64,2019,15.2
North Macedonia,Y20-64,2019,17.2
Malta,Y20-64,2019,3.3
Netherlands,Y20-64,2019,3
Norway,Y20-64,2019,3.3
Poland,Y20-64,2019,3.2
Portugal,Y20-64,2019,6.4
Romania,Y20-64,2019,3.7
Serbia,Y20-64,2019,10.6
Sweden,Y20-64,2019,6
Slovenia,Y20-64,2019,4.4
Slovakia,Y20-64,2019,5.6
Turkey,Y20-64,2019,13.5
United Kingdom,Y20-64,2019,3.4
Austria,Y25-29,2019,5
Belgium,Y25-29,2019,6.9
Bulgaria,Y25-29,2019,5.9
Switzerland,Y25-29,2019,5
Cyprus,Y25-29,2019,8.3
Czechia,Y25-29,2019,2.6
Germany (until 1990 former territory of the FRG),Y25-29,2019,4.1
Denmark,Y25-29,2019,9.3
Euro area - 19 countries  (from 2015),Y25-29,2019,10.4
Estonia,Y25-29,2019,4.7
Greece,Y25-29,2019,25.8
Spain,Y25-29,2019,19
European Union - 27 countries (from 2020),Y25-29,2019,9.1
European Union - 28 countries (2013-2020),Y25-29,2019,8.3
Finland,Y25-29,2019,7
France,Y25-29,2019,11.4
Croatia,Y25-29,2019,10.6
Hungary,Y25-29,2019,4.6
Ireland,Y25-29,2019,6.1
Iceland,Y25-29,2019,6.2
Italy,Y25-29,2019,17.6
Lithuania,Y25-29,2019,6.2
Luxembourg,Y25-29,2019,7.1
Latvia,Y25-29,2019,7.4
Montenegro,Y25-29,2019,19.7
North Macedonia,Y25-29,2019,27
Malta,Y25-29,2019,4
Netherlands,Y25-29,2019,3.4
Norway,Y25-29,2019,4.2
Poland,Y25-29,2019,4.4
Portugal,Y25-29,2019,8.3
Romania,Y25-29,2019,5.7
Serbia,Y25-29,2019,17.5
Sweden,Y25-29,2019,7.4
Slovenia,Y25-29,2019,7
Slovakia,Y25-29,2019,6.1
Turkey,Y25-29,2019,18
United Kingdom,Y25-29,2019,3.7
Austria,Y25-54,2019,4.2
Belgium,Y25-54,2019,4.8
Bulgaria,Y25-54,2019,4.1
Switzerland,Y25-54,2019,4.1
Cyprus,Y25-54,2019,6.4
Czechia,Y25-54,2019,1.8
Germany (until 1990 former territory of the FRG),Y25-54,2019,3
Denmark,Y25-54,2019,4.5
Euro area - 19 countries  (from 2015),Y25-54,2019,7.2
Estonia,Y25-54,2019,4
Greece,Y25-54,2019,17.1
Spain,Y25-54,2019,12.9
European Union - 27 countries (from 2020),Y25-54,2019,6.3
European Union - 28 countries (2013-2020),Y25-54,2019,5.8
Finland,Y25-54,2019,5.1
France,Y25-54,2019,7.5
Croatia,Y25-54,2019,6.3
Hungary,Y25-54,2019,3
Ireland,Y25-54,2019,4.1
Iceland,Y25-54,2019,2.9
Italy,Y25-54,2019,9.8
Lithuania,Y25-54,2019,5.8
Luxembourg,Y25-54,2019,4.7
Latvia,Y25-54,2019,5.9
Montenegro,Y25-54,2019,15.5
North Macedonia,Y25-54,2019,16.5
Malta,Y25-54,2019,3.2
Netherlands,Y25-54,2019,2.6
Norway,Y25-54,2019,3.2
Poland,Y25-54,2019,2.9
Portugal,Y25-54,2019,5.7
Romania,Y25-54,2019,3.2
Serbia,Y25-54,2019,10.4
Sweden,Y25-54,2019,5.3
Slovenia,Y25-54,2019,4.2
Slovakia,Y25-54,2019,5.3
Turkey,Y25-54,2019,12.2
United Kingdom,Y25-54,2019,2.7
Austria,Y55-64,2019,3.4
Belgium,Y55-64,2019,4.1
Bulgaria,Y55-64,2019,3.9
Switzerland,Y55-64,2019,3.9
Cyprus,Y55-64,2019,6.3
Czechia,Y55-64,2019,2
Germany (until 1990 former territory of the FRG),Y55-64,2019,2.7
Denmark,Y55-64,2019,3.4
Euro area - 19 countries  (from 2015),Y55-64,2019,5.7
Estonia,Y55-64,2019,4
Greece,Y55-64,2019,13.4
Spain,Y55-64,2019,12.6
European Union - 27 countries (from 2020),Y55-64,2019,5.1
European Union - 28 countries (2013-2020),Y55-64,2019,4.8
Finland,Y55-64,2019,6.6
France,Y55-64,2019,6.8
Croatia,Y55-64,2019,3.4
Hungary,Y55-64,2019,2.2
Ireland,Y55-64,2019,3.6
Iceland,Y55-64,2019,1.7
Italy,Y55-64,2019,5.4
Lithuania,Y55-64,2019,6.9
Luxembourg,Y55-64,2019,4.1
Latvia,Y55-64,2019,6.6
Montenegro,Y55-64,2019,7.5
North Macedonia,Y55-64,2019,11.8
Malta,Y55-64,2019,1.5
Netherlands,Y55-64,2019,3.2
Norway,Y55-64,2019,1.6
Poland,Y55-64,2019,2.4
Portugal,Y55-64,2019,6.2
Romania,Y55-64,2019,2.4
Serbia,Y55-64,2019,6.5
Sweden,Y55-64,2019,4.7
Slovenia,Y55-64,2019,4.5
Slovakia,Y55-64,2019,4.7
Turkey,Y55-64,2019,8
United Kingdom,Y55-64,2019,3
